route,operator,group_name,bus_garage,borough,injury_result_description,incident_event_type,victim_category,victims_sex,victims_age
0.6748199598738703,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8454545454545455,1,0.8668367346938776,0.8721579078870659,1.0,0.0
0.8439571307306941,0.8607172643869891,0.8623151453340132,0.8559127439724454,0.8567164179104478,1,0.8668367346938776,0.8721579078870659,1.0,3.0
0.8439571307306941,0.8607172643869891,0.8623151453340132,0.8559127439724454,0.8767507002801119,1,0.8668367346938776,0.8721579078870659,1.0,3.0
0.8064646004254624,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8202146690518783,0,0.8668367346938776,0.736231884057971,0.0,3.0
0.8064646004254624,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8721579078870659,0.0,3.0
0.9513624047239947,0.8621586475942783,0.8623151453340132,0.8559127439724454,0.8139543535788327,1,0.8668367346938776,0.8721579078870659,1.0,2.0
0.6826208649311845,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8721579078870659,0.0,3.0
0.9673118051312268,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8139543535788327,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.9673118051312268,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.9673118051312268,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.7436920072778885,0.7989583333333333,0.8400786958965711,0.8559127439724454,0.8454545454545455,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.7436920072778885,0.7989583333333333,0.8400786958965711,0.8559127439724454,0.8454545454545455,0,0.8668367346938776,0.8721579078870659,1.0,0.0
0.7436920072778885,0.7989583333333333,0.8400786958965711,0.8559127439724454,0.8454545454545455,1,0.8668367346938776,0.8721579078870659,1.0,3.0
0.8679245217804155,0.8476190476190476,0.8531937734836286,0.8559127439724454,0.8202146690518783,0,0.8084345961401,0.736231884057971,1.0,2.0
0.7554140543364681,0.7126436781659814,0.7089552238831732,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8793220338983051,1.0,2.0
0.8629031626574065,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8477157360406091,1,0.8668367346938776,0.8721579078870659,1.0,3.0
0.8629031626574065,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8793220338983051,1.0,2.0
0.8629031626574065,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8721579078870659,1.0,2.0
0.8629031626574065,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8721579078870659,1.0,3.0
0.6082867597985594,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8533333333333334,1,0.8668367346938776,0.8721579078870659,0.0,3.0
0.6082867597985594,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8533333333333334,0,0.8668367346938776,0.8721579078870659,0.0,2.0
0.6082867597985594,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8764940239043825,1,0.8668367346938776,0.8793220338983051,1.0,2.0
0.6082867597985594,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.7543103448937132,1,0.8668367346938776,0.8721579078870659,1.0,3.0
0.6082867597985594,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.7543103448937132,1,0.8686274509803922,0.8110357022447712,1.0,2.0
0.6082867597985594,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8202146690518783,0,0.8668367346938776,0.8721579078870659,0.0,3.0
0.765944028992745,0.7126436781659814,0.7089552238831732,0.8559127439724454,0.8775510204081632,1,0.8084345961401,0.736231884057971,0.0,3.0
0.8689611474961483,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8775510204081632,1,0.8686274509803922,0.8793220338983051,0.0,2.0
0.9551064659089271,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8533333333333334,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.9551064659089271,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8533333333333334,0,0.8668367346938776,0.8793220338983051,0.0,2.0
0.9551064659089271,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.9068493150684932,1,0.8668367346938776,0.8793220338983051,1.0,2.0
0.8845435847133595,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8444444444444444,1,0.8084345961401,0.736231884057971,1.0,2.0
0.8845435847133595,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8444444444444444,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.8092480204902741,0.922976501305483,0.8400786958965711,0.8559127439724454,0.8555045871559633,1,0.8084345961401,0.7356322095797727,1.0,2.0
0.7948498844472393,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8336079077429983,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.9043256741562218,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8555045871559633,0,0.8668367346938776,0.8721579078870659,0.0,2.0
0.823686759418151,0.7989583333333333,0.8400786958965711,0.8559127439724454,0.9013513513513514,1,0.8668367346938776,0.8721579078870659,0.0,1.0
0.9413580974074416,0.8621586475942783,0.8623151453340132,0.8559127439724454,0.8389154704944178,1,0.8668367346938776,0.8721579078870659,1.0,3.0
0.863032401762706,0.8439226519337016,0.8313106796116505,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.9558144157045237,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8775510204081632,1,0.8668367346938776,0.8721579078870659,1.0,2.0
0.9558144157045237,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8775510204081632,1,0.8084345961401,0.7356322095797727,1.0,2.0
0.8310994859362989,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.9013513513513514,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.8310994859362989,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8715953307387508,1,0.8668367346938776,0.8721579078870659,1.0,2.0
0.8310994859362989,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8715953307387508,0,0.8668367346938776,0.8721579078870659,0.0,2.0
0.88887848939143,0.922976501305483,0.8400786958965711,0.8559127439724454,0.8139543535788327,1,0.8668367346938776,0.8721579078870659,1.0,3.0
0.8317419820929729,0.7989583333333333,0.8400786958965711,0.8559127439724454,0.8454545454545455,1,0.8668367346938776,0.8721579078870659,0.0,0.0
0.8317419820929729,0.7989583333333333,0.8400786958965711,0.8559127439724454,0.8454545454545455,1,0.8668367346938776,0.8721579078870659,0.0,0.0
0.8317419820929729,0.7989583333333333,0.8400786958965711,0.8559127439724454,0.8454545454545455,1,0.8668367346938776,0.8721579078870659,1.0,2.0
0.8317419820929729,0.7989583333333333,0.8400786958965711,0.8559127439724454,0.8454545454545455,1,0.8668367346938776,0.8721579078870659,1.0,0.0
0.8842397776692056,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8959999999999999,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.8899268521584609,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8555045871559633,1,0.8668367346938776,0.8721579078870659,1.0,2.0
0.8862257953197412,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8775510204081632,0,0.8084345961401,0.8721579078870659,1.0,2.0
0.8862257953197412,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8775510204081632,1,0.8084345961401,0.8721579078870659,0.0,2.0
0.7520218391189197,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8767507002801119,1,0.8668367346938776,0.8793220338983051,1.0,3.0
0.7520218391189197,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8767507002801119,1,0.8668367346938776,0.8721579078870659,0.0,0.0
0.930173009940462,0.8476190476190476,0.8531937734836286,0.8559127439724454,0.8575418994413407,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.9639524485011821,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8555045871559633,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.9041737666438044,0.8550880978065444,0.8531937734836286,0.8559127439724454,0.8133333333333334,1,0.8668367346938776,0.8721579078870659,0.0,3.0
0.8292708152443399,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8715953307387508,1,0.8084345961401,0.736231884057971,0.0,3.0
0.8292708152443399,0.8349769888231426,0.8400786958965711,0.8559127439724454,0.8555045871559633,0,0.8084345961401,0.736231884057971,1.0,2.0
0.8978994057584471,0.8476523476523476,0.8364750235626767,0.8559127439724454,0.8202146690518783,1,0.8668367346938776,0.8721579078870659,0.0,2.0
0.9010194482479494,0.8476190476190476,0.8531937734836286,0.8559127439724454,0.8575418994413407,1,0.8668367346938776,0.8793220338983051,0.0,2.0
0.9010194482479494,0.8476190476190476,0.8531937734836286,0.8559127439724454,0.8575418994413407,1,0.8668367346938776,0.8721579078870659,0.0,2.0
